date,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2010/5/11,7,0,2,15,1015,186.4,0,0
2010/5/11,8,0,2,16,1016,3.13,0,0
2010/5/11,9,0,1,18,1017,3.13,0,0
2010/5/11,10,0,3,20,1016,1.79,0,0
2010/5/11,11,0,2,21,1016,4.92,0,0
2010/5/11,12,0,2,22,1015,4.92,0,0
2010/5/11,13,0,2,22,1015,9.84,0,0
2010/5/11,14,0,2,23,1014,4.02,0,0
2010/5/11,15,0,3,23,1014,4.02,0,0
2010/5/11,16,0,3,23,1013,1.79,0,0
2010/5/11,17,0,3,23,1013,3.13,0,0
2010/5/11,18,0,3,22,1013,1.79,0,0
2010/5/11,19,0,3,21,1014,1.79,0,0
2010/5/11,20,0,4,19,1015,2.68,0,0
2010/5/11,21,1,4,20,1016,0.89,0,0
2010/5/11,22,0,4,16,1017,5.81,0,0
2010/5/11,23,1,4,15,1018,10.73,0,0
2010/5/12,0,1,5,14,1019,15.65,0,0
2010/5/12,1,1,6,14,1019,17.44,0,0
2010/5/12,2,1,6,13,1019,19.23,0,0
2010/5/12,3,1,6,12,1019,22.36,0,0
2010/5/12,4,1,6,11,1019,0.89,0,0
2010/5/12,5,0,6,10,1019,0.89,0,0
2010/5/12,6,0,7,11,1020,1.78,0,0
2010/5/12,7,1,7,15,1020,0.45,0,0
2010/5/12,8,1,8,16,1020,1.79,0,0
2010/5/12,9,1,8,17,1020,0.89,0,0
2010/5/12,10,1,7,18,1020,1.79,0,0
2010/5/12,11,1,6,20,1019,1.79,0,0
2010/5/12,12,1,6,21,1018,4.92,0,0
2010/5/12,13,1,5,22,1018,1.79,0,0
2010/5/12,14,1,5,22,1016,4.92,0,0
2010/5/12,15,1,6,24,1016,8.05,0,0
2010/5/12,16,1,5,24,1015,12.97,0,0
2010/5/12,17,1,5,23,1015,17.89,0,0
2010/5/12,18,1,5,22,1015,22.81,0,0
2010/5/12,19,1,4,21,1015,26.83,0,0
2010/5/12,20,1,6,19,1016,30.85,0,0
2010/5/12,21,1,6,18,1017,34.87,0,0
2010/5/12,22,1,6,16,1017,38,0,0
2010/5/12,23,1,6,15,1018,41.13,0,0
2010/5/13,0,1,6,14,1018,42.92,0,0
2010/5/13,1,1,5,13,1018,0.89,0,0
2010/5/13,2,1,6,12,1018,0.89,0,0
2010/5/13,3,1,5,12,1018,0.89,0,0
2010/5/13,4,1,5,12,1018,1.79,0,0
2010/5/13,5,1,5,12,1019,4.92,0,0
2010/5/13,6,1,6,12,1019,0.89,0,0
2010/5/13,7,2,6,14,1020,1.79,0,0
2010/5/13,8,2,8,17,1020,3.58,0,0
2010/5/13,9,2,7,19,1020,5.37,0,0
2010/5/13,10,2,9,21,1019,0.89,0,0
2010/5/13,11,1,6,22,1019,2.68,0,0
2010/5/13,12,1,7,24,1018,4.47,0,0
2010/5/13,13,1,5,25,1017,4.92,0,0
2010/5/13,14,1,5,25,1016,8.94,0,0
2010/5/13,15,1,6,25,1016,12.96,0,0
2010/5/13,16,1,6,25,1015,16.09,0,0
2010/5/13,17,1,7,24,1015,19.22,0,0
2010/5/13,18,2,7,23,1015,22.35,0,0
2010/5/13,19,2,7,22,1015,25.48,0,0
2010/5/13,20,1,5,21,1016,29.5,0,0
2010/5/13,21,1,5,20,1017,33.52,0,0
2010/5/13,22,1,6,18,1017,36.65,0,0
2010/5/13,23,1,7,17,1017,39.78,0,0
2010/5/14,0,1,7,16,1017,41.57,0,0
2010/5/14,1,1,7,15,1017,1.79,0,0
2010/5/14,2,1,7,14,1017,0.89,0,0
2010/5/14,3,2,6,15,1016,1.79,0,0
2010/5/14,4,2,6,14,1016,2.68,0,0
2010/5/14,5,2,6,14,1016,5.81,0,0
2010/5/14,6,2,7,14,1016,7.6,0,0
2010/5/14,7,2,8,16,1017,9.39,0,0
2010/5/14,8,2,8,17,1017,12.52,0,0
2010/5/14,9,2,9,19,1016,14.31,0,0
2010/5/14,10,2,8,20,1016,16.1,0,0
2010/5/14,11,2,9,20,1016,19.23,0,0
2010/5/14,12,2,9,21,1015,22.36,0,0
2010/5/14,13,3,10,22,1015,24.15,0,0
2010/5/14,14,2,11,22,1014,25.94,0,0
2010/5/14,15,2,10,22,1014,1.79,0,0
2010/5/14,16,3,10,22,1013,3.13,0,1
2010/5/14,17,3,10,21,1013,3.13,0,2
2010/5/14,18,3,11,20,1013,6.26,0,3
2010/5/14,19,3,11,19,1012,1.79,0,0
2010/5/14,20,3,13,18,1013,2.68,0,1
2010/5/14,21,3,13,17,1013,0.89,0,2
2010/5/14,22,3,13,17,1014,0.89,0,3
2010/5/14,23,3,14,17,1014,0.89,0,4
2010/5/15,0,3,14,17,1014,0.89,0,0
2010/5/15,1,3,14,17,1013,0.89,0,0
2010/5/15,2,3,14,17,1013,0.89,0,0
2010/5/15,3,3,13,15,1013,2.68,0,0
2010/5/15,4,3,12,14,1013,4.47,0,0
2010/5/15,5,3,12,14,1014,6.26,0,0
2010/5/15,6,3,14,15,1014,8.05,0,0
2010/5/15,7,3,14,16,1014,9.84,0,0
2010/5/15,8,3,14,18,1014,11.63,0,0
2010/5/15,9,3,13,20,1014,13.42,0,0
2010/5/15,10,3,13,22,1014,15.21,0,0
2010/5/15,11,3,13,24,1014,0.89,0,0
2010/5/15,12,3,13,26,1013,4.02,0,0
2010/5/15,13,3,13,27,1012,4.91,0,0
2010/5/15,14,3,11,28,1011,1.79,0,0
2010/5/15,15,3,11,28,1011,0.89,0,0
2010/5/15,16,3,12,28,1010,3.13,0,0
2010/5/15,17,2,11,27,1010,7.15,0,0
2010/5/15,18,2,10,27,1010,11.17,0,0
2010/5/15,19,2,10,24,1011,14.3,0,0
2010/5/15,20,2,10,24,1012,16.09,0,0
2010/5/15,21,2,11,23,1012,17.88,0,0
2010/5/15,22,2,11,23,1013,21.9,0,0
2010/5/15,23,2,11,21,1013,25.92,0,0
2010/5/16,0,2,11,21,1014,27.71,0,0
2010/5/16,1,2,11,20,1014,30.84,0,0
2010/5/16,2,2,10,18,1014,33.97,0,0
2010/5/16,3,2,11,18,1014,35.76,0,0
2010/5/16,4,2,11,18,1014,38.89,0,0
2010/5/16,5,2,11,17,1014,42.02,0,0
2010/5/16,6,3,12,17,1015,43.81,0,0
2010/5/16,7,3,12,18,1015,47.83,0,0
2010/5/16,8,3,13,19,1015,51.85,0,0
2010/5/16,9,3,13,20,1015,54.98,0,0
2010/5/16,10,3,13,22,1015,56.77,0,0
2010/5/16,11,2,13,22,1015,58.56,0,0
2010/5/16,12,2,13,22,1014,61.69,0,0
2010/5/16,13,2,12,22,1014,65.71,0,0
2010/5/16,14,2,12,22,1013,70.63,0,1
2010/5/16,15,2,13,21,1013,73.76,0,0
2010/5/16,16,1,12,20,1013,78.68,0,1
2010/5/16,17,0,12,19,1013,82.7,0,2
2010/5/16,18,1,13,17,1013,88.51,0,3
2010/5/16,19,2,14,16,1014,90.3,0,4
2010/5/16,20,1,14,15,1014,93.43,0,5
2010/5/16,21,1,14,15,1014,95.22,0,6
2010/5/16,22,1,13,15,1014,97.01,0,7
2010/5/16,23,1,14,15,1013,98.8,0,8
2010/5/17,0,1,13,15,1013,101.93,0,0
2010/5/17,1,1,13,14,1012,103.72,0,1
2010/5/17,2,1,13,14,1012,0.89,0,2
2010/5/17,3,1,13,14,1011,1.79,0,3
2010/5/17,4,1,13,14,1011,3.58,0,4
2010/5/17,5,1,13,14,1011,0.89,0,5
2010/5/17,6,1,13,14,1011,1.78,0,6
2010/5/17,7,1,13,14,1011,2.67,0,7
2010/5/17,8,1,13,14,1011,1.79,0,0
2010/5/17,9,2,13,15,1011,3.58,0,0
2010/5/17,10,1,14,16,1011,5.37,0,0
2010/5/17,11,2,14,17,1011,7.16,0,0
2010/5/17,12,1,14,18,1010,10.29,0,0
2010/5/17,13,2,14,19,1010,13.42,0,0
2010/5/17,14,2,15,19,1009,16.55,0,0
2010/5/17,15,2,14,20,1008,1.79,0,0
2010/5/17,16,2,13,20,1007,3.13,0,0
2010/5/17,19,2,13,18,1007,3.13,0,0
2010/5/17,20,2,13,18,1008,7.15,0,0
2010/5/17,21,2,13,17,1008,10.28,0,0
2010/5/17,22,1,13,17,1008,13.41,0,0
2010/5/17,23,2,13,16,1007,18.33,0,0
2010/5/18,0,2,13,16,1006,22.35,0,0
2010/5/18,1,2,13,16,1005,25.48,0,0
2010/5/18,2,2,13,16,1005,27.27,0,0
2010/5/18,3,2,13,16,1004,29.06,0,0
2010/5/18,4,2,14,15,1004,3.13,0,1
2010/5/18,5,2,12,15,1004,10.28,0,2
2010/5/18,6,0,12,14,1005,16.09,0,3
2010/5/18,7,0,11,14,1004,21.9,0,4
2010/5/18,8,0,11,13,1004,29.95,0,5
2010/5/18,9,0,12,16,1003,33.97,0,6
2010/5/18,10,0,9,18,1003,39.78,0,0
2010/5/18,11,1,9,19,1002,45.59,0,0
2010/5/18,12,1,8,21,1001,48.72,0,0
2010/5/18,13,1,6,23,1000,59.9,0,0
2010/5/18,14,1,7,24,999,7.15,0,0
2010/5/18,15,1,8,25,998,12.07,0,0
2010/5/18,16,1,13,14,999,5.81,0,1
2010/5/18,17,0,12,18,1000,3.13,0,0
2010/5/18,18,1,13,19,1000,0.89,0,0
2010/5/18,19,1,10,19,1000,3.13,0,0
2010/5/18,20,0,6,20,1000,7.15,0,1
2010/5/18,21,0,7,18,1001,11.17,0,0
2010/5/18,22,1,7,15,1001,1.79,0,0
2010/5/18,23,1,7,17,1001,1.79,0,0
2010/5/19,0,1,9,13,1001,0.89,0,0
2010/5/19,1,1,9,13,1001,1.78,0,0
2010/5/19,2,1,9,14,1001,3.13,0,0
2010/5/19,3,0,8,14,1001,6.26,0,0
2010/5/19,4,0,9,11,1001,1.79,0,0
2010/5/19,5,0,9,11,1001,0.89,0,0
2010/5/19,6,0,10,13,1001,0.89,0,0
2010/5/19,7,0,10,19,1001,0.89,0,0
2010/5/19,8,1,10,21,1001,1.79,0,0
2010/5/19,9,1,5,25,1001,4.02,0,0
2010/5/19,10,1,6,27,1000,8.94,0,0
2010/5/19,11,1,4,29,1000,5.81,0,0
2010/5/19,12,1,3,30,999,4.92,0,0
2010/5/19,13,0,0,32,998,9.83,0,0
2010/5/19,14,0,1,33,998,21.01,0,0
2010/5/19,15,0,0,33,998,30.84,0,0
2010/5/19,16,0,-2,34,997,39.78,0,0
2010/5/19,17,0,-2,33,997,47.83,0,0
2010/5/19,18,0,-3,32,998,54.98,0,0
2010/5/19,19,0,-2,31,999,62.13,0,0
2010/5/19,20,0,-1,29,999,4.02,0,0
2010/5/19,21,0,-2,28,1000,8.04,0,0
2010/5/19,22,0,0,27,1001,3.13,0,0
2010/5/19,23,1,0,26,1001,6.26,0,0
2010/5/20,0,1,4,20,1002,3.13,0,0
2010/5/20,1,1,7,19,1002,4.92,0,0
2010/5/20,2,1,9,16,1003,0.89,0,0
2010/5/20,3,2,8,13,1003,1.79,0,0
2010/5/20,4,2,9,13,1004,0.89,0,0
2010/5/20,5,2,9,13,1005,1.78,0,0
2010/5/20,6,2,10,16,1005,2.67,0,0
2010/5/20,7,2,9,21,1006,3.56,0,0
2010/5/20,8,1,8,22,1006,1.79,0,0
2010/5/20,9,1,7,25,1006,1.79,0,0
2010/5/20,10,1,9,28,1006,0.89,0,0
2010/5/20,11,1,9,30,1006,2.68,0,0
2010/5/20,12,1,4,32,1005,1.79,0,0
2010/5/20,13,1,5,33,1005,5.81,0,0
2010/5/20,14,1,2,34,1005,8.94,0,0
2010/5/20,15,1,0,35,1004,13.86,0,0
2010/5/20,16,1,-2,35,1004,19.67,0,0
2010/5/20,17,0,-1,34,1004,25.48,0,0
2010/5/20,18,1,-1,32,1004,29.5,0,0
2010/5/20,19,1,-1,30,1005,33.52,0,0
2010/5/20,20,1,-1,30,1005,36.65,0,0
2010/5/20,21,1,2,29,1006,40.67,0,0
2010/5/20,22,1,5,25,1006,43.8,0,0
2010/5/20,23,2,7,25,1006,46.93,0,0
2010/5/21,0,2,9,24,1006,50.06,0,0
2010/5/21,1,2,10,22,1007,51.85,0,0
2010/5/21,2,2,10,22,1007,53.64,0,0
2010/5/21,3,2,10,20,1007,55.43,0,0
2010/5/21,4,2,12,19,1007,57.22,0,0
2010/5/21,5,2,12,18,1007,0.45,0,0
2010/5/21,6,2,11,19,1008,1.34,0,0
2010/5/21,7,2,12,20,1008,2.23,0,0
2010/5/21,8,2,13,22,1008,0.89,0,0
2010/5/21,9,2,13,24,1009,2.68,0,0
2010/5/21,10,2,12,25,1008,4.47,0,0
2010/5/21,11,2,13,27,1008,6.26,0,0
2010/5/21,12,2,13,27,1008,8.05,0,0
2010/5/21,13,2,11,27,1008,9.84,0,0
2010/5/21,14,1,7,27,1007,13.86,0,0
2010/5/21,15,2,8,28,1007,17.88,0,0
2010/5/21,16,2,9,28,1006,21.01,0,0
2010/5/21,17,2,8,28,1006,22.8,0,0
2010/5/21,18,2,10,27,1006,25.93,0,0
2010/5/21,19,1,10,25,1006,27.72,0,0
2010/5/21,20,2,12,23,1006,29.51,0,0
2010/5/21,21,2,12,21,1006,0.89,0,0
2010/5/21,22,3,12,20,1007,1.78,0,0
2010/5/21,23,3,12,18,1007,0.89,0,0
2010/5/22,0,3,12,17,1007,1.79,0,0
2010/5/22,1,3,12,16,1006,0.89,0,0
2010/5/22,2,3,12,16,1006,1.78,0,0
2010/5/22,3,3,11,16,1006,1.79,0,0
2010/5/22,4,3,11,16,1006,2.68,0,0
2010/5/22,5,2,11,15,1006,3.57,0,0
2010/5/22,6,2,11,16,1007,5.36,0,0
2010/5/22,7,2,12,19,1007,8.49,0,0
2010/5/22,8,3,12,21,1007,0.89,0,0
2010/5/22,9,3,13,24,1007,1.78,0,0
2010/5/22,10,3,14,25,1007,2.67,0,0
2010/5/22,11,3,14,26,1007,4.46,0,0
2010/5/22,12,3,14,28,1006,1.79,0,0
2010/5/22,13,3,10,29,1005,3.13,0,0
2010/5/22,14,2,8,30,1005,3.13,0,0
2010/5/22,15,2,10,30,1004,6.26,0,0
2010/5/22,16,2,12,29,1004,12.07,0,0
2010/5/22,17,2,13,28,1004,16.09,0,0
2010/5/22,18,2,11,27,1004,20.11,0,0
2010/5/22,19,2,9,26,1004,24.13,0,0
2010/5/22,20,2,9,24,1005,27.26,0,0
2010/5/22,21,2,11,22,1006,29.05,0,0
2010/5/22,22,2,12,19,1006,0.89,0,0
2010/5/22,23,2,12,19,1005,1.78,0,0
2010/5/23,0,2,12,18,1005,2.67,0,0
2010/5/23,1,3,12,17,1004,3.56,0,0
2010/5/23,2,3,13,16,1004,0.89,0,0
2010/5/23,3,2,13,18,1003,2.68,0,0
2010/5/23,4,3,12,15,1003,1.79,0,0
2010/5/23,5,3,11,15,1003,3.58,0,0
2010/5/23,6,3,12,16,1003,0.89,0,0
2010/5/23,7,2,13,19,1003,3.13,0,0
2010/5/23,8,2,12,21,1003,6.26,0,0
2010/5/23,9,2,11,24,1003,8.05,0,0
2010/5/23,10,2,12,26,1002,11.18,0,0
2010/5/23,11,2,11,28,1001,12.97,0,0
2010/5/23,12,2,10,31,1000,0.89,0,0
2010/5/23,13,2,8,32,999,4.02,0,0
2010/5/23,14,2,4,34,998,4.02,0,0
2010/5/23,15,1,4,35,997,1.79,0,0
2010/5/23,16,1,2,34,996,1.79,0,0
2010/5/23,17,1,2,35,995,3.13,0,0
2010/5/23,18,2,5,32,996,6.26,0,0
2010/5/23,19,1,13,27,997,13.41,0,0
2010/5/23,20,3,13,24,998,16.54,0,1
2010/5/23,21,2,12,22,1000,20.56,0,0
2010/5/23,22,2,11,21,1000,24.58,0,0
2010/5/23,23,2,11,20,1000,27.71,0,0
2010/5/24,0,2,11,19,1000,0.89,0,0
2010/5/24,1,2,11,17,1000,1.78,0,0
2010/5/24,2,2,12,17,999,0.89,0,0
2010/5/24,3,1,11,16,1000,1.79,0,0
2010/5/24,4,2,11,16,1000,0.89,0,0
2010/5/24,5,2,10,16,1000,1.79,0,0
2010/5/24,6,1,8,20,1001,4.02,0,0
2010/5/24,7,1,8,23,1003,1.79,0,0
2010/5/24,8,1,6,24,1004,9.84,0,0
2010/5/24,9,0,7,26,1004,17.89,0,0
2010/5/24,10,0,7,28,1004,25.04,0,0
2010/5/24,11,0,7,26,1005,30.85,0,0
2010/5/24,12,0,7,26,1005,38.9,0,0
2010/5/24,13,1,7,29,1005,46.05,0,0
2010/5/24,14,0,7,29,1004,51.86,0,0
2010/5/24,15,0,6,29,1004,56.78,0,0
2010/5/24,16,0,7,30,1003,60.8,0,0
2010/5/24,17,0,7,29,1003,64.82,0,0
2010/5/24,18,0,6,29,1004,69.74,0,0
2010/5/24,19,0,7,26,1004,72.87,0,0
2010/5/24,20,1,6,24,1005,1.79,0,0
2010/5/24,21,1,3,23,1006,4.02,0,0
2010/5/24,22,0,3,20,1007,7.15,0,0
2010/5/24,23,0,1,20,1007,10.28,0,0
2010/5/25,0,0,0,20,1008,0.89,0,0
2010/5/25,1,0,-2,22,1009,4.92,0,0
2010/5/25,2,0,0,17,1009,8.05,0,0
2010/5/25,3,0,1,17,1010,9.84,0,0
2010/5/25,4,0,1,17,1010,13.86,0,0
2010/5/25,5,0,2,18,1011,15.65,0,0
2010/5/25,6,0,2,19,1012,19.67,0,0
2010/5/25,7,0,4,21,1013,3.13,0,0
2010/5/25,8,0,4,23,1013,4.02,0,0
2010/5/25,9,1,4,24,1013,8.94,0,0
2010/5/25,10,0,6,26,1013,12.07,0,0
2010/5/25,11,1,5,27,1012,16.99,0,0
2010/5/25,12,1,6,29,1012,3.13,0,0
2010/5/25,13,0,6,30,1011,3.13,0,0
2010/5/25,14,1,5,30,1010,7.15,0,0
2010/5/25,15,1,4,31,1009,1.79,0,0
2010/5/25,16,0,4,31,1009,1.79,0,0
2010/5/25,17,1,5,31,1008,3.58,0,0
2010/5/25,18,1,5,30,1008,5.37,0,0
2010/5/25,19,0,5,27,1009,7.16,0,0
2010/5/25,20,1,7,28,1009,11.18,0,0
2010/5/25,21,0,7,27,1010,15.2,0,0
2010/5/25,22,1,7,26,1010,18.33,0,0
2010/5/25,23,1,7,26,1011,1.79,0,0
2010/5/26,0,1,10,20,1011,1.79,0,0
2010/5/26,1,2,9,21,1011,0.89,0,0
2010/5/26,2,2,11,20,1011,1.78,0,0
2010/5/26,3,2,10,21,1011,0.89,0,0
2010/5/26,4,2,10,20,1012,2.68,0,0
2010/5/26,5,2,13,19,1012,1.79,0,0
2010/5/26,6,2,13,20,1012,1.79,0,0
2010/5/26,7,1,12,23,1013,0.89,0,0
2010/5/26,8,2,12,24,1014,1.78,0,0
2010/5/26,9,2,12,27,1014,4.92,0,0
2010/5/26,10,2,11,27,1014,10.73,0,0
2010/5/26,11,2,11,29,1014,16.54,0,0
2010/5/26,12,2,11,30,1014,21.46,0,0
2010/5/26,13,2,11,30,1013,25.48,0,0
2010/5/26,14,1,11,30,1013,30.4,0,0
2010/5/26,15,1,10,30,1012,35.32,0,0
2010/5/26,16,1,10,29,1012,40.24,0,0
2010/5/26,17,1,9,29,1012,45.16,0,0
2010/5/26,18,1,10,28,1012,49.18,0,0
2010/5/26,19,1,11,27,1013,52.31,0,0
2010/5/26,20,1,10,26,1013,57.23,0,0
2010/5/26,21,1,12,26,1015,61.25,0,0
2010/5/26,22,1,12,24,1015,64.38,0,0
2010/5/26,23,2,13,24,1015,1.79,0,0
2010/5/27,0,2,14,22,1015,0.89,0,0
2010/5/27,1,2,11,23,1015,3.13,0,0
2010/5/27,2,2,11,22,1015,4.92,0,1
2010/5/27,3,2,13,21,1015,0.89,0,0
2010/5/27,4,2,13,21,1015,0.89,0,0
2010/5/27,5,1,12,21,1015,1.79,0,0
2010/5/27,6,2,13,21,1015,0.89,0,0
2010/5/27,7,1,14,22,1015,1.79,0,0
2010/5/27,8,2,15,21,1015,3.58,0,0
2010/5/27,9,2,15,22,1015,6.71,0,1
2010/5/27,10,1,15,23,1015,9.84,0,2
2010/5/27,11,2,14,23,1015,0.89,0,0
2010/5/27,12,2,15,23,1015,1.78,0,1
2010/5/27,13,2,15,23,1015,2.67,0,2
2010/5/27,14,2,16,22,1015,1.79,0,3
2010/5/27,15,2,15,21,1015,4.92,0,4
2010/5/27,16,1,16,20,1015,8.05,0,5
2010/5/27,17,1,16,20,1015,11.18,0,6
2010/5/27,18,2,16,19,1015,14.31,0,7
2010/5/28,0,2,16,17,1014,0.89,0,13
2010/5/28,1,2,15,17,1013,0.89,0,14
2010/5/28,2,2,16,17,1013,0.89,0,15
2010/5/28,3,2,16,17,1013,3.13,0,16
2010/5/28,4,2,15,17,1012,1.79,0,17
2010/5/28,5,2,16,17,1011,1.79,0,18
2010/5/28,6,2,16,17,1011,0.89,0,19
2010/5/28,7,2,16,17,1011,3.13,0,20
2010/5/28,8,2,16,17,1011,6.26,0,21
2010/5/28,9,3,16,18,1010,8.05,0,22
2010/5/28,10,3,17,19,1010,11.18,0,0
2010/5/28,11,2,17,20,1009,15.2,0,0
2010/5/28,12,2,16,21,1009,1.79,0,1
2010/5/28,13,2,16,24,1008,3.13,0,0
2010/5/28,14,2,15,24,1008,1.79,0,0
2010/5/28,15,2,15,23,1007,4.02,0,1
2010/5/28,16,2,17,23,1007,1.79,0,0
2010/5/28,17,2,18,21,1007,4.02,0,0
2010/5/28,18,2,18,20,1008,7.15,0,1
2010/5/28,19,3,17,20,1007,3.13,0,0
2010/5/28,20,3,16,19,1008,0.89,0,0
2010/5/28,21,3,16,18,1008,1.79,0,0
2010/5/28,22,3,16,18,1009,4.92,0,0
2010/5/28,23,3,16,18,1009,8.05,0,1
2010/5/29,0,3,16,17,1008,1.79,0,0
2010/5/29,1,3,16,17,1008,0.89,0,0
2010/5/29,2,3,16,17,1008,1.78,0,0
2010/5/29,3,3,16,17,1007,0.89,0,0
2010/5/29,4,3,15,16,1007,4.02,0,0
2010/5/29,5,3,15,16,1007,0.89,0,0
2010/5/29,6,3,15,17,1007,1.78,0,0
2010/5/29,7,3,16,17,1007,2.67,0,0
2010/5/29,8,3,17,19,1007,3.56,0,0
2010/5/29,9,3,17,21,1007,1.79,0,0
2010/5/29,10,3,17,23,1006,0.89,0,0
2010/5/29,11,3,17,25,1006,1.78,0,0
2010/5/29,12,2,16,28,1005,2.67,0,0
2010/5/29,13,0,8,31,1003,4.92,0,0
2010/5/29,14,1,5,31,1003,12.07,0,0
2010/5/29,15,0,7,30,1002,17.88,0,0
2010/5/29,16,0,8,31,1002,22.8,0,0
2010/5/29,17,0,6,31,1002,26.82,0,0
2010/5/29,18,0,7,30,1001,29.95,0,0
2010/5/29,19,0,11,26,1002,0.89,0,0
2010/5/29,20,0,13,23,1002,0.89,0,0
2010/5/29,21,3,15,21,1003,1.78,0,0
2010/5/29,22,3,15,20,1003,1.79,0,0
2010/5/29,23,1,9,23,1004,6.71,0,0
2010/5/30,0,0,11,20,1004,4.02,0,0
2010/5/30,1,0,11,19,1004,8.04,0,0
2010/5/30,2,0,10,20,1004,11.17,0,0
2010/5/30,3,0,8,23,1004,16.98,0,0
2010/5/30,4,0,8,23,1004,24.13,0,0
2010/5/30,5,0,8,21,1005,29.05,0,0
2010/5/30,6,0,11,21,1005,3.13,0,0
2010/5/30,7,0,11,23,1006,3.13,0,0
2010/5/30,8,0,11,24,1007,8.05,0,0
2010/5/30,9,0,10,25,1007,12.07,0,0
2010/5/30,10,0,10,27,1007,16.99,0,0
2010/5/30,11,1,10,26,1007,21.01,0,0
2010/5/30,12,1,10,28,1007,4.02,0,0
2010/5/30,13,0,9,28,1007,3.13,0,0
2010/5/30,14,0,9,28,1007,6.26,0,0
2010/5/30,15,1,12,22,1007,5.81,0,0
2010/5/30,16,1,13,23,1008,9.83,0,0
2010/5/30,17,0,11,24,1008,12.96,0,0
2010/5/30,18,1,11,25,1009,4.02,0,0
2010/5/30,19,2,13,23,1009,5.81,0,0
2010/5/30,20,0,15,21,1010,7.6,0,0
2010/5/30,21,1,15,22,1011,0.89,0,0
2010/5/30,22,2,15,21,1012,3.13,0,1
2010/5/30,23,2,15,20,1013,7.15,0,0
2010/5/31,0,2,15,18,1013,8.94,0,1
2010/5/31,1,1,15,18,1014,10.73,0,0
2010/5/31,2,1,14,18,1014,12.52,0,0
2010/5/31,3,1,14,18,1014,14.31,0,0
2010/5/31,4,2,14,18,1014,16.1,0,0
2010/5/31,5,2,14,17,1015,17.89,0,0
2010/5/31,6,2,14,18,1015,0.89,0,0
2010/5/31,7,2,15,20,1016,1.79,0,0
2010/5/31,8,2,15,20,1016,2.68,0,0
2010/5/31,9,2,15,22,1016,1.79,0,0
2010/5/31,10,2,15,23,1016,1.79,0,0
2010/5/31,11,2,13,24,1016,1.79,0,0
2010/5/31,12,2,11,26,1015,3.13,0,0
2010/5/31,13,1,9,27,1014,4.92,0,0
2010/5/31,14,1,10,28,1014,8.05,0,0
2010/5/31,15,1,10,27,1013,8.94,0,0
2010/5/31,16,1,11,26,1013,3.13,0,0
2010/5/31,17,2,12,25,1013,7.15,0,0
2010/5/31,18,2,12,25,1013,11.17,0,0
2010/5/31,19,2,12,24,1014,15.19,0,0
2010/5/31,20,1,14,22,1015,0.89,0,1
2010/5/31,21,1,16,21,1016,4.92,0,0
2010/5/31,22,2,15,20,1016,9.84,0,0
2010/5/31,23,3,14,19,1017,12.97,0,0
2010/6/1,0,3,14,18,1017,16.1,0,0
2010/6/1,1,3,13,17,1017,0.89,0,0
2010/6/1,2,2,13,17,1017,1.79,0,0
2010/6/1,3,2,14,17,1017,3.58,0,0
2010/6/1,4,2,14,17,1017,4.47,0,0
2010/6/1,5,2,14,17,1017,6.26,0,0
2010/6/1,6,2,14,17,1017,0.89,0,0
2010/6/1,7,2,13,18,1017,1.78,0,0
2010/6/1,8,2,14,19,1017,2.67,0,0
2010/6/1,9,2,14,21,1017,3.56,0,0
2010/6/1,10,2,14,21,1017,4.45,0,0
2010/6/1,11,2,14,23,1016,1.79,0,0
2010/6/1,12,2,14,23,1016,4.92,0,0
2010/6/1,13,2,14,25,1015,8.05,0,0
2010/6/1,14,2,14,25,1014,9.84,0,0
2010/6/1,15,2,14,25,1013,3.13,0,0
2010/6/1,17,3,15,25,1012,7.15,0,0
2010/6/1,18,2,14,24,1012,10.28,0,0
2010/6/1,19,2,15,24,1014,4.02,0,1
2010/6/1,20,2,16,22,1012,7.15,0,2
2010/6/1,21,2,17,20,1013,8.94,0,0
2010/6/2,17,1,14,24,1016,6.26,0,0
2010/6/2,18,2,13,24,1016,8.05,0,0
2010/6/2,19,2,13,23,1016,9.84,0,0
2010/6/2,20,2,15,21,1016,0.89,0,0
2010/6/2,21,2,15,19,1017,1.78,0,0
2010/6/2,22,2,15,19,1017,2.67,0,0
2010/6/2,23,3,15,20,1018,1.79,0,0
2010/6/3,0,3,15,17,1018,3.58,0,0
2010/6/3,1,3,15,17,1018,4.47,0,0
2010/6/3,2,3,15,17,1018,5.36,0,0
2010/6/3,3,2,14,17,1018,6.25,0,0
2010/6/3,4,2,13,16,1018,8.04,0,0
2010/6/3,5,2,13,16,1018,8.93,0,0
2010/6/3,6,2,14,15,1019,0.89,0,0
2010/6/3,7,2,14,19,1019,0.89,0,0
2010/6/3,8,3,15,20,1019,1.78,0,0
2010/6/3,9,2,13,22,1019,2.67,0,0
2010/6/3,10,2,12,23,1019,3.56,0,0
2010/6/3,11,2,13,24,1018,4.45,0,0
2010/6/3,12,2,14,26,1018,5.34,0,0
2010/6/3,13,2,12,27,1017,1.79,0,0
2010/6/3,14,2,13,27,1017,1.79,0,0
2010/6/3,15,2,13,28,1016,3.13,0,0
2010/6/3,16,2,12,27,1016,6.26,0,0
2010/6/3,17,2,13,27,1015,9.39,0,0
2010/6/3,18,2,11,26,1015,13.41,0,0
